Requirement ID,Effective location,Group location,Ledger location,Links checked,Invalid links
KBDL-MOT-029,"motion/foundations.md §7, motion/patterns.md §4, §5, §6, §10, motion/accessibility-performance.md §1.4, motion/timing-easing.md §4","motion/foundations.md §7, motion/patterns.md §4, §5, §6, §10, motion/accessibility-performance.md §1.4, motion/timing-easing.md §4","motion/foundations.md §7, motion/patterns.md §4, §5, §6, §10, motion/accessibility-performance.md §1.4, motion/timing-easing.md §4",motion/foundations.md#7-entrance-and-exit-behavior; motion/patterns.md#4-attention-motion; motion/accessibility-performance.md#14-per-category-parity-matrix; motion/timing-easing.md#4-conceptual-motion-tokens,None
KBDL-MOT-030,"motion/foundations.md §7, motion/patterns.md §4, §5, §6, §10, motion/accessibility-performance.md §1.4, motion/timing-easing.md §4","motion/foundations.md §7, motion/patterns.md §4, §5, §6, §10, motion/accessibility-performance.md §1.4, motion/timing-easing.md §4","motion/foundations.md §7, motion/patterns.md §4, §5, §6, §10, motion/accessibility-performance.md §1.4, motion/timing-easing.md §4",motion/foundations.md#7-entrance-and-exit-behavior; motion/patterns.md#4-attention-motion; motion/accessibility-performance.md#14-per-category-parity-matrix; motion/timing-easing.md#4-conceptual-motion-tokens,None
KBDL-MOT-031,"motion/foundations.md §7, motion/patterns.md §4, §5, §6, §10, motion/accessibility-performance.md §1.4, motion/timing-easing.md §4","motion/foundations.md §7, motion/patterns.md §4, §5, §6, §10, motion/accessibility-performance.md §1.4, motion/timing-easing.md §4","motion/foundations.md §7, motion/patterns.md §4, §5, §6, §10, motion/accessibility-performance.md §1.4, motion/timing-easing.md §4",motion/foundations.md#7-entrance-and-exit-behavior; motion/patterns.md#4-attention-motion; motion/accessibility-performance.md#14-per-category-parity-matrix; motion/timing-easing.md#4-conceptual-motion-tokens,None
KBDL-MOT-032,"motion/foundations.md §7, motion/patterns.md §4, §5, §6, §10, motion/accessibility-performance.md §1.4, motion/timing-easing.md §4","motion/foundations.md §7, motion/patterns.md §4, §5, §6, §10, motion/accessibility-performance.md §1.4, motion/timing-easing.md §4","motion/foundations.md §7, motion/patterns.md §4, §5, §6, §10, motion/accessibility-performance.md §1.4, motion/timing-easing.md §4",motion/foundations.md#7-entrance-and-exit-behavior; motion/patterns.md#4-attention-motion; motion/accessibility-performance.md#14-per-category-parity-matrix; motion/timing-easing.md#4-conceptual-motion-tokens,None
KBDL-MOT-033,"motion/foundations.md §7, motion/patterns.md §4, §5, §6, §10, motion/accessibility-performance.md §1.4, motion/timing-easing.md §4","motion/foundations.md §7, motion/patterns.md §4, §5, §6, §10, motion/accessibility-performance.md §1.4, motion/timing-easing.md §4","motion/foundations.md §7, motion/patterns.md §4, §5, §6, §10, motion/accessibility-performance.md §1.4, motion/timing-easing.md §4",motion/foundations.md#7-entrance-and-exit-behavior; motion/patterns.md#4-attention-motion; motion/accessibility-performance.md#14-per-category-parity-matrix; motion/timing-easing.md#4-conceptual-motion-tokens,None
KBDL-MOT-034,"motion/foundations.md §7, motion/patterns.md §4, §5, §6, §10, motion/accessibility-performance.md §1.4, motion/timing-easing.md §4","motion/foundations.md §7, motion/patterns.md §4, §5, §6, §10, motion/accessibility-performance.md §1.4, motion/timing-easing.md §4","motion/foundations.md §7, motion/patterns.md §4, §5, §6, §10, motion/accessibility-performance.md §1.4, motion/timing-easing.md §4",motion/foundations.md#7-entrance-and-exit-behavior; motion/patterns.md#4-attention-motion; motion/accessibility-performance.md#14-per-category-parity-matrix; motion/timing-easing.md#4-conceptual-motion-tokens,None
KBDL-PRN-001,principles.md § 1,principles.md § 1,principles.md § 1,principles.md#1-identity-statement,None
KBDL-PRN-002,principles.md § 4,principles.md § 4,principles.md § 4,principles.md#4-relationship-between-luxury-and-utility,None
KBDL-PRN-003,principles.md § 6,principles.md § 6,principles.md § 6,principles.md#6-core-principles,None
KBDL-PRN-004,principles.md § 7,principles.md § 7,principles.md § 7,principles.md#7-visual-consistency,None
KBDL-PRN-005,principles.md § 5,principles.md § 5,principles.md § 5,principles.md#5-stable-and-variable-identity-elements,None
KBDL-PRN-006,principles.md § 8,principles.md § 8,principles.md § 8,principles.md#8-design-decision-hierarchy,None
KBDL-PRN-007,principles.md § 9,principles.md § 9,principles.md § 9,principles.md#9-profile-level-interpretation,None
KBDL-PRN-008,"principles.md § 10, principles.md § 11","principles.md § 10, principles.md § 11","principles.md § 10, principles.md § 11",principles.md#10-conforming-design-directions; principles.md#11-non-conforming-design-directions,None
KBDL-PRO-001,"KBDL-PRO-001 → profiles.md §5; 002 → §4 (terminology distinction, not §5 — verified directly against the requirement's own record); 003 → §7; 004 → §7; 005 → §7; 006 → §7; 007 → §8; 008 → §8; 009 → §8","KBDL-PRO-001 → profiles.md §5; 002 → §4 (terminology distinction, not §5 — verified directly against the requirement's own record); 003 → §7; 004 → §7; 005 → §7; 006 → §7; 007 → §8; 008 → §8; 009 → §8","KBDL-PRO-001 → profiles.md §5; 002 → §4 (terminology distinction, not §5 — verified directly against the requirement's own record); 003 → §7; 004 → §7; 005 → §7; 006 → §7; 007 → §8; 008 → §8; 009 → §8",profiles.md#5-profile-architecture; profiles.md#4-project-profile-terminology; profiles.md#7-locked-controlled-and-open-profile-decisions; profiles.md#7-locked-controlled-and-open-profile-decisions; profiles.md#7-locked-controlled-and-open-profile-decisions; profiles.md#7-locked-controlled-and-open-profile-decisions; profiles.md#8-profile-selection-and-declaration; profiles.md#8-profile-selection-and-declaration; profiles.md#8-profile-selection-and-declaration,None
KBDL-PRO-002,"KBDL-PRO-001 → profiles.md §5; 002 → §4 (terminology distinction, not §5 — verified directly against the requirement's own record); 003 → §7; 004 → §7; 005 → §7; 006 → §7; 007 → §8; 008 → §8; 009 → §8","KBDL-PRO-001 → profiles.md §5; 002 → §4 (terminology distinction, not §5 — verified directly against the requirement's own record); 003 → §7; 004 → §7; 005 → §7; 006 → §7; 007 → §8; 008 → §8; 009 → §8","KBDL-PRO-001 → profiles.md §5; 002 → §4 (terminology distinction, not §5 — verified directly against the requirement's own record); 003 → §7; 004 → §7; 005 → §7; 006 → §7; 007 → §8; 008 → §8; 009 → §8",profiles.md#5-profile-architecture; profiles.md#4-project-profile-terminology; profiles.md#7-locked-controlled-and-open-profile-decisions; profiles.md#7-locked-controlled-and-open-profile-decisions; profiles.md#7-locked-controlled-and-open-profile-decisions; profiles.md#7-locked-controlled-and-open-profile-decisions; profiles.md#8-profile-selection-and-declaration; profiles.md#8-profile-selection-and-declaration; profiles.md#8-profile-selection-and-declaration,None
KBDL-PRO-003,"KBDL-PRO-001 → profiles.md §5; 002 → §4 (terminology distinction, not §5 — verified directly against the requirement's own record); 003 → §7; 004 → §7; 005 → §7; 006 → §7; 007 → §8; 008 → §8; 009 → §8","KBDL-PRO-001 → profiles.md §5; 002 → §4 (terminology distinction, not §5 — verified directly against the requirement's own record); 003 → §7; 004 → §7; 005 → §7; 006 → §7; 007 → §8; 008 → §8; 009 → §8","KBDL-PRO-001 → profiles.md §5; 002 → §4 (terminology distinction, not §5 — verified directly against the requirement's own record); 003 → §7; 004 → §7; 005 → §7; 006 → §7; 007 → §8; 008 → §8; 009 → §8",profiles.md#5-profile-architecture; profiles.md#4-project-profile-terminology; profiles.md#7-locked-controlled-and-open-profile-decisions; profiles.md#7-locked-controlled-and-open-profile-decisions; profiles.md#7-locked-controlled-and-open-profile-decisions; profiles.md#7-locked-controlled-and-open-profile-decisions; profiles.md#8-profile-selection-and-declaration; profiles.md#8-profile-selection-and-declaration; profiles.md#8-profile-selection-and-declaration,None
KBDL-PRO-004,"KBDL-PRO-001 → profiles.md §5; 002 → §4 (terminology distinction, not §5 — verified directly against the requirement's own record); 003 → §7; 004 → §7; 005 → §7; 006 → §7; 007 → §8; 008 → §8; 009 → §8","KBDL-PRO-001 → profiles.md §5; 002 → §4 (terminology distinction, not §5 — verified directly against the requirement's own record); 003 → §7; 004 → §7; 005 → §7; 006 → §7; 007 → §8; 008 → §8; 009 → §8","KBDL-PRO-001 → profiles.md §5; 002 → §4 (terminology distinction, not §5 — verified directly against the requirement's own record); 003 → §7; 004 → §7; 005 → §7; 006 → §7; 007 → §8; 008 → §8; 009 → §8",profiles.md#5-profile-architecture; profiles.md#4-project-profile-terminology; profiles.md#7-locked-controlled-and-open-profile-decisions; profiles.md#7-locked-controlled-and-open-profile-decisions; profiles.md#7-locked-controlled-and-open-profile-decisions; profiles.md#7-locked-controlled-and-open-profile-decisions; profiles.md#8-profile-selection-and-declaration; profiles.md#8-profile-selection-and-declaration; profiles.md#8-profile-selection-and-declaration,None
KBDL-PRO-005,"KBDL-PRO-001 → profiles.md §5; 002 → §4 (terminology distinction, not §5 — verified directly against the requirement's own record); 003 → §7; 004 → §7; 005 → §7; 006 → §7; 007 → §8; 008 → §8; 009 → §8","KBDL-PRO-001 → profiles.md §5; 002 → §4 (terminology distinction, not §5 — verified directly against the requirement's own record); 003 → §7; 004 → §7; 005 → §7; 006 → §7; 007 → §8; 008 → §8; 009 → §8","KBDL-PRO-001 → profiles.md §5; 002 → §4 (terminology distinction, not §5 — verified directly against the requirement's own record); 003 → §7; 004 → §7; 005 → §7; 006 → §7; 007 → §8; 008 → §8; 009 → §8",profiles.md#5-profile-architecture; profiles.md#4-project-profile-terminology; profiles.md#7-locked-controlled-and-open-profile-decisions; profiles.md#7-locked-controlled-and-open-profile-decisions; profiles.md#7-locked-controlled-and-open-profile-decisions; profiles.md#7-locked-controlled-and-open-profile-decisions; profiles.md#8-profile-selection-and-declaration; profiles.md#8-profile-selection-and-declaration; profiles.md#8-profile-selection-and-declaration,None
KBDL-PRO-006,"KBDL-PRO-001 → profiles.md §5; 002 → §4 (terminology distinction, not §5 — verified directly against the requirement's own record); 003 → §7; 004 → §7; 005 → §7; 006 → §7; 007 → §8; 008 → §8; 009 → §8","KBDL-PRO-001 → profiles.md §5; 002 → §4 (terminology distinction, not §5 — verified directly against the requirement's own record); 003 → §7; 004 → §7; 005 → §7; 006 → §7; 007 → §8; 008 → §8; 009 → §8","KBDL-PRO-001 → profiles.md §5; 002 → §4 (terminology distinction, not §5 — verified directly against the requirement's own record); 003 → §7; 004 → §7; 005 → §7; 006 → §7; 007 → §8; 008 → §8; 009 → §8",profiles.md#5-profile-architecture; profiles.md#4-project-profile-terminology; profiles.md#7-locked-controlled-and-open-profile-decisions; profiles.md#7-locked-controlled-and-open-profile-decisions; profiles.md#7-locked-controlled-and-open-profile-decisions; profiles.md#7-locked-controlled-and-open-profile-decisions; profiles.md#8-profile-selection-and-declaration; profiles.md#8-profile-selection-and-declaration; profiles.md#8-profile-selection-and-declaration,None
KBDL-PRO-007,"KBDL-PRO-001 → profiles.md §5; 002 → §4 (terminology distinction, not §5 — verified directly against the requirement's own record); 003 → §7; 004 → §7; 005 → §7; 006 → §7; 007 → §8; 008 → §8; 009 → §8","KBDL-PRO-001 → profiles.md §5; 002 → §4 (terminology distinction, not §5 — verified directly against the requirement's own record); 003 → §7; 004 → §7; 005 → §7; 006 → §7; 007 → §8; 008 → §8; 009 → §8","KBDL-PRO-001 → profiles.md §5; 002 → §4 (terminology distinction, not §5 — verified directly against the requirement's own record); 003 → §7; 004 → §7; 005 → §7; 006 → §7; 007 → §8; 008 → §8; 009 → §8",profiles.md#5-profile-architecture; profiles.md#4-project-profile-terminology; profiles.md#7-locked-controlled-and-open-profile-decisions; profiles.md#7-locked-controlled-and-open-profile-decisions; profiles.md#7-locked-controlled-and-open-profile-decisions; profiles.md#7-locked-controlled-and-open-profile-decisions; profiles.md#8-profile-selection-and-declaration; profiles.md#8-profile-selection-and-declaration; profiles.md#8-profile-selection-and-declaration,None
KBDL-PRO-008,"KBDL-PRO-001 → profiles.md §5; 002 → §4 (terminology distinction, not §5 — verified directly against the requirement's own record); 003 → §7; 004 → §7; 005 → §7; 006 → §7; 007 → §8; 008 → §8; 009 → §8","KBDL-PRO-001 → profiles.md §5; 002 → §4 (terminology distinction, not §5 — verified directly against the requirement's own record); 003 → §7; 004 → §7; 005 → §7; 006 → §7; 007 → §8; 008 → §8; 009 → §8","KBDL-PRO-001 → profiles.md §5; 002 → §4 (terminology distinction, not §5 — verified directly against the requirement's own record); 003 → §7; 004 → §7; 005 → §7; 006 → §7; 007 → §8; 008 → §8; 009 → §8",profiles.md#5-profile-architecture; profiles.md#4-project-profile-terminology; profiles.md#7-locked-controlled-and-open-profile-decisions; profiles.md#7-locked-controlled-and-open-profile-decisions; profiles.md#7-locked-controlled-and-open-profile-decisions; profiles.md#7-locked-controlled-and-open-profile-decisions; profiles.md#8-profile-selection-and-declaration; profiles.md#8-profile-selection-and-declaration; profiles.md#8-profile-selection-and-declaration,None
KBDL-PRO-009,"KBDL-PRO-001 → profiles.md §5; 002 → §4 (terminology distinction, not §5 — verified directly against the requirement's own record); 003 → §7; 004 → §7; 005 → §7; 006 → §7; 007 → §8; 008 → §8; 009 → §8","KBDL-PRO-001 → profiles.md §5; 002 → §4 (terminology distinction, not §5 — verified directly against the requirement's own record); 003 → §7; 004 → §7; 005 → §7; 006 → §7; 007 → §8; 008 → §8; 009 → §8","KBDL-PRO-001 → profiles.md §5; 002 → §4 (terminology distinction, not §5 — verified directly against the requirement's own record); 003 → §7; 004 → §7; 005 → §7; 006 → §7; 007 → §8; 008 → §8; 009 → §8",profiles.md#5-profile-architecture; profiles.md#4-project-profile-terminology; profiles.md#7-locked-controlled-and-open-profile-decisions; profiles.md#7-locked-controlled-and-open-profile-decisions; profiles.md#7-locked-controlled-and-open-profile-decisions; profiles.md#7-locked-controlled-and-open-profile-decisions; profiles.md#8-profile-selection-and-declaration; profiles.md#8-profile-selection-and-declaration; profiles.md#8-profile-selection-and-declaration,None
KBDL-PRO-010,KBDL-PRO-010 → profiles.md §10.1; 011 → §11.1; 012 → §12.1; 013 → §10.2; 014 → §11.2; 015 → §12.2; 016 → §10.2; 017 → §11.2; 018 → §12.2,KBDL-PRO-010 → profiles.md §10.1; 011 → §11.1; 012 → §12.1; 013 → §10.2; 014 → §11.2; 015 → §12.2; 016 → §10.2; 017 → §11.2; 018 → §12.2,KBDL-PRO-010 → profiles.md §10.1; 011 → §11.1; 012 → §12.1; 013 → §10.2; 014 → §11.2; 015 → §12.2; 016 → §10.2; 017 → §11.2; 018 → §12.2,profiles.md#101-purpose; profiles.md#111-purpose; profiles.md#121-purpose; profiles.md#102-component-interpretation; profiles.md#112-component-interpretation; profiles.md#122-component-interpretation; profiles.md#102-component-interpretation; profiles.md#112-component-interpretation; profiles.md#122-component-interpretation,None
KBDL-PRO-011,KBDL-PRO-010 → profiles.md §10.1; 011 → §11.1; 012 → §12.1; 013 → §10.2; 014 → §11.2; 015 → §12.2; 016 → §10.2; 017 → §11.2; 018 → §12.2,KBDL-PRO-010 → profiles.md §10.1; 011 → §11.1; 012 → §12.1; 013 → §10.2; 014 → §11.2; 015 → §12.2; 016 → §10.2; 017 → §11.2; 018 → §12.2,KBDL-PRO-010 → profiles.md §10.1; 011 → §11.1; 012 → §12.1; 013 → §10.2; 014 → §11.2; 015 → §12.2; 016 → §10.2; 017 → §11.2; 018 → §12.2,profiles.md#101-purpose; profiles.md#111-purpose; profiles.md#121-purpose; profiles.md#102-component-interpretation; profiles.md#112-component-interpretation; profiles.md#122-component-interpretation; profiles.md#102-component-interpretation; profiles.md#112-component-interpretation; profiles.md#122-component-interpretation,None
KBDL-PRO-012,KBDL-PRO-010 → profiles.md §10.1; 011 → §11.1; 012 → §12.1; 013 → §10.2; 014 → §11.2; 015 → §12.2; 016 → §10.2; 017 → §11.2; 018 → §12.2,KBDL-PRO-010 → profiles.md §10.1; 011 → §11.1; 012 → §12.1; 013 → §10.2; 014 → §11.2; 015 → §12.2; 016 → §10.2; 017 → §11.2; 018 → §12.2,KBDL-PRO-010 → profiles.md §10.1; 011 → §11.1; 012 → §12.1; 013 → §10.2; 014 → §11.2; 015 → §12.2; 016 → §10.2; 017 → §11.2; 018 → §12.2,profiles.md#101-purpose; profiles.md#111-purpose; profiles.md#121-purpose; profiles.md#102-component-interpretation; profiles.md#112-component-interpretation; profiles.md#122-component-interpretation; profiles.md#102-component-interpretation; profiles.md#112-component-interpretation; profiles.md#122-component-interpretation,None
KBDL-PRO-013,KBDL-PRO-010 → profiles.md §10.1; 011 → §11.1; 012 → §12.1; 013 → §10.2; 014 → §11.2; 015 → §12.2; 016 → §10.2; 017 → §11.2; 018 → §12.2,KBDL-PRO-010 → profiles.md §10.1; 011 → §11.1; 012 → §12.1; 013 → §10.2; 014 → §11.2; 015 → §12.2; 016 → §10.2; 017 → §11.2; 018 → §12.2,KBDL-PRO-010 → profiles.md §10.1; 011 → §11.1; 012 → §12.1; 013 → §10.2; 014 → §11.2; 015 → §12.2; 016 → §10.2; 017 → §11.2; 018 → §12.2,profiles.md#101-purpose; profiles.md#111-purpose; profiles.md#121-purpose; profiles.md#102-component-interpretation; profiles.md#112-component-interpretation; profiles.md#122-component-interpretation; profiles.md#102-component-interpretation; profiles.md#112-component-interpretation; profiles.md#122-component-interpretation,None
KBDL-PRO-014,KBDL-PRO-010 → profiles.md §10.1; 011 → §11.1; 012 → §12.1; 013 → §10.2; 014 → §11.2; 015 → §12.2; 016 → §10.2; 017 → §11.2; 018 → §12.2,KBDL-PRO-010 → profiles.md §10.1; 011 → §11.1; 012 → §12.1; 013 → §10.2; 014 → §11.2; 015 → §12.2; 016 → §10.2; 017 → §11.2; 018 → §12.2,KBDL-PRO-010 → profiles.md §10.1; 011 → §11.1; 012 → §12.1; 013 → §10.2; 014 → §11.2; 015 → §12.2; 016 → §10.2; 017 → §11.2; 018 → §12.2,profiles.md#101-purpose; profiles.md#111-purpose; profiles.md#121-purpose; profiles.md#102-component-interpretation; profiles.md#112-component-interpretation; profiles.md#122-component-interpretation; profiles.md#102-component-interpretation; profiles.md#112-component-interpretation; profiles.md#122-component-interpretation,None
KBDL-PRO-015,KBDL-PRO-010 → profiles.md §10.1; 011 → §11.1; 012 → §12.1; 013 → §10.2; 014 → §11.2; 015 → §12.2; 016 → §10.2; 017 → §11.2; 018 → §12.2,KBDL-PRO-010 → profiles.md §10.1; 011 → §11.1; 012 → §12.1; 013 → §10.2; 014 → §11.2; 015 → §12.2; 016 → §10.2; 017 → §11.2; 018 → §12.2,KBDL-PRO-010 → profiles.md §10.1; 011 → §11.1; 012 → §12.1; 013 → §10.2; 014 → §11.2; 015 → §12.2; 016 → §10.2; 017 → §11.2; 018 → §12.2,profiles.md#101-purpose; profiles.md#111-purpose; profiles.md#121-purpose; profiles.md#102-component-interpretation; profiles.md#112-component-interpretation; profiles.md#122-component-interpretation; profiles.md#102-component-interpretation; profiles.md#112-component-interpretation; profiles.md#122-component-interpretation,None
KBDL-PRO-016,KBDL-PRO-010 → profiles.md §10.1; 011 → §11.1; 012 → §12.1; 013 → §10.2; 014 → §11.2; 015 → §12.2; 016 → §10.2; 017 → §11.2; 018 → §12.2,KBDL-PRO-010 → profiles.md §10.1; 011 → §11.1; 012 → §12.1; 013 → §10.2; 014 → §11.2; 015 → §12.2; 016 → §10.2; 017 → §11.2; 018 → §12.2,KBDL-PRO-010 → profiles.md §10.1; 011 → §11.1; 012 → §12.1; 013 → §10.2; 014 → §11.2; 015 → §12.2; 016 → §10.2; 017 → §11.2; 018 → §12.2,profiles.md#101-purpose; profiles.md#111-purpose; profiles.md#121-purpose; profiles.md#102-component-interpretation; profiles.md#112-component-interpretation; profiles.md#122-component-interpretation; profiles.md#102-component-interpretation; profiles.md#112-component-interpretation; profiles.md#122-component-interpretation,None
KBDL-PRO-017,KBDL-PRO-010 → profiles.md §10.1; 011 → §11.1; 012 → §12.1; 013 → §10.2; 014 → §11.2; 015 → §12.2; 016 → §10.2; 017 → §11.2; 018 → §12.2,KBDL-PRO-010 → profiles.md §10.1; 011 → §11.1; 012 → §12.1; 013 → §10.2; 014 → §11.2; 015 → §12.2; 016 → §10.2; 017 → §11.2; 018 → §12.2,KBDL-PRO-010 → profiles.md §10.1; 011 → §11.1; 012 → §12.1; 013 → §10.2; 014 → §11.2; 015 → §12.2; 016 → §10.2; 017 → §11.2; 018 → §12.2,profiles.md#101-purpose; profiles.md#111-purpose; profiles.md#121-purpose; profiles.md#102-component-interpretation; profiles.md#112-component-interpretation; profiles.md#122-component-interpretation; profiles.md#102-component-interpretation; profiles.md#112-component-interpretation; profiles.md#122-component-interpretation,None
KBDL-PRO-018,KBDL-PRO-010 → profiles.md §10.1; 011 → §11.1; 012 → §12.1; 013 → §10.2; 014 → §11.2; 015 → §12.2; 016 → §10.2; 017 → §11.2; 018 → §12.2,KBDL-PRO-010 → profiles.md §10.1; 011 → §11.1; 012 → §12.1; 013 → §10.2; 014 → §11.2; 015 → §12.2; 016 → §10.2; 017 → §11.2; 018 → §12.2,KBDL-PRO-010 → profiles.md §10.1; 011 → §11.1; 012 → §12.1; 013 → §10.2; 014 → §11.2; 015 → §12.2; 016 → §10.2; 017 → §11.2; 018 → §12.2,profiles.md#101-purpose; profiles.md#111-purpose; profiles.md#121-purpose; profiles.md#102-component-interpretation; profiles.md#112-component-interpretation; profiles.md#122-component-interpretation; profiles.md#102-component-interpretation; profiles.md#112-component-interpretation; profiles.md#122-component-interpretation,None
KBDL-PRO-019,"KBDL-PRO-019 → profiles.md §14; 020 → §20; 021 → §21; 022 → §22; 023 → §23; 024, 025 → §24; 026, 027, 029 → §25; 028 → §8 (grouped thematically with adoption/selection governance here, but normatively located at its own authoritative record in §8, not §25)","KBDL-PRO-019 → profiles.md §14; 020 → §20; 021 → §21; 022 → §22; 023 → §23; 024, 025 → §24; 026, 027, 029 → §25; 028 → §8 (grouped thematically with adoption/selection governance here, but normatively located at its own authoritative record in §8, not §25)","KBDL-PRO-019 → profiles.md §14; 020 → §20; 021 → §21; 022 → §22; 023 → §23; 024, 025 → §24; 026, 027, 029 → §25; 028 → §8 (grouped thematically with adoption/selection governance here, but normatively located at its own authoritative record in §8, not §25)",profiles.md#14-principles-mapping; profiles.md#20-core-component-mapping; profiles.md#21-system-component-mapping; profiles.md#22-content-and-communication-considerations; profiles.md#23-security-privacy-and-correctness; profiles.md#24-profile-conflicts-and-exception-handling; profiles.md#25-profile-adoption-and-change-management; profiles.md#8-profile-selection-and-declaration,None
KBDL-PRO-020,"KBDL-PRO-019 → profiles.md §14; 020 → §20; 021 → §21; 022 → §22; 023 → §23; 024, 025 → §24; 026, 027, 029 → §25; 028 → §8 (grouped thematically with adoption/selection governance here, but normatively located at its own authoritative record in §8, not §25)","KBDL-PRO-019 → profiles.md §14; 020 → §20; 021 → §21; 022 → §22; 023 → §23; 024, 025 → §24; 026, 027, 029 → §25; 028 → §8 (grouped thematically with adoption/selection governance here, but normatively located at its own authoritative record in §8, not §25)","KBDL-PRO-019 → profiles.md §14; 020 → §20; 021 → §21; 022 → §22; 023 → §23; 024, 025 → §24; 026, 027, 029 → §25; 028 → §8 (grouped thematically with adoption/selection governance here, but normatively located at its own authoritative record in §8, not §25)",profiles.md#14-principles-mapping; profiles.md#20-core-component-mapping; profiles.md#21-system-component-mapping; profiles.md#22-content-and-communication-considerations; profiles.md#23-security-privacy-and-correctness; profiles.md#24-profile-conflicts-and-exception-handling; profiles.md#25-profile-adoption-and-change-management; profiles.md#8-profile-selection-and-declaration,None
KBDL-PRO-021,"KBDL-PRO-019 → profiles.md §14; 020 → §20; 021 → §21; 022 → §22; 023 → §23; 024, 025 → §24; 026, 027, 029 → §25; 028 → §8 (grouped thematically with adoption/selection governance here, but normatively located at its own authoritative record in §8, not §25)","KBDL-PRO-019 → profiles.md §14; 020 → §20; 021 → §21; 022 → §22; 023 → §23; 024, 025 → §24; 026, 027, 029 → §25; 028 → §8 (grouped thematically with adoption/selection governance here, but normatively located at its own authoritative record in §8, not §25)","KBDL-PRO-019 → profiles.md §14; 020 → §20; 021 → §21; 022 → §22; 023 → §23; 024, 025 → §24; 026, 027, 029 → §25; 028 → §8 (grouped thematically with adoption/selection governance here, but normatively located at its own authoritative record in §8, not §25)",profiles.md#14-principles-mapping; profiles.md#20-core-component-mapping; profiles.md#21-system-component-mapping; profiles.md#22-content-and-communication-considerations; profiles.md#23-security-privacy-and-correctness; profiles.md#24-profile-conflicts-and-exception-handling; profiles.md#25-profile-adoption-and-change-management; profiles.md#8-profile-selection-and-declaration,None
KBDL-PRO-022,"KBDL-PRO-019 → profiles.md §14; 020 → §20; 021 → §21; 022 → §22; 023 → §23; 024, 025 → §24; 026, 027, 029 → §25; 028 → §8 (grouped thematically with adoption/selection governance here, but normatively located at its own authoritative record in §8, not §25)","KBDL-PRO-019 → profiles.md §14; 020 → §20; 021 → §21; 022 → §22; 023 → §23; 024, 025 → §24; 026, 027, 029 → §25; 028 → §8 (grouped thematically with adoption/selection governance here, but normatively located at its own authoritative record in §8, not §25)","KBDL-PRO-019 → profiles.md §14; 020 → §20; 021 → §21; 022 → §22; 023 → §23; 024, 025 → §24; 026, 027, 029 → §25; 028 → §8 (grouped thematically with adoption/selection governance here, but normatively located at its own authoritative record in §8, not §25)",profiles.md#14-principles-mapping; profiles.md#20-core-component-mapping; profiles.md#21-system-component-mapping; profiles.md#22-content-and-communication-considerations; profiles.md#23-security-privacy-and-correctness; profiles.md#24-profile-conflicts-and-exception-handling; profiles.md#25-profile-adoption-and-change-management; profiles.md#8-profile-selection-and-declaration,None
KBDL-PRO-023,"KBDL-PRO-019 → profiles.md §14; 020 → §20; 021 → §21; 022 → §22; 023 → §23; 024, 025 → §24; 026, 027, 029 → §25; 028 → §8 (grouped thematically with adoption/selection governance here, but normatively located at its own authoritative record in §8, not §25)","KBDL-PRO-019 → profiles.md §14; 020 → §20; 021 → §21; 022 → §22; 023 → §23; 024, 025 → §24; 026, 027, 029 → §25; 028 → §8 (grouped thematically with adoption/selection governance here, but normatively located at its own authoritative record in §8, not §25)","KBDL-PRO-019 → profiles.md §14; 020 → §20; 021 → §21; 022 → §22; 023 → §23; 024, 025 → §24; 026, 027, 029 → §25; 028 → §8 (grouped thematically with adoption/selection governance here, but normatively located at its own authoritative record in §8, not §25)",profiles.md#14-principles-mapping; profiles.md#20-core-component-mapping; profiles.md#21-system-component-mapping; profiles.md#22-content-and-communication-considerations; profiles.md#23-security-privacy-and-correctness; profiles.md#24-profile-conflicts-and-exception-handling; profiles.md#25-profile-adoption-and-change-management; profiles.md#8-profile-selection-and-declaration,None
KBDL-PRO-024,"KBDL-PRO-019 → profiles.md §14; 020 → §20; 021 → §21; 022 → §22; 023 → §23; 024, 025 → §24; 026, 027, 029 → §25; 028 → §8 (grouped thematically with adoption/selection governance here, but normatively located at its own authoritative record in §8, not §25)","KBDL-PRO-019 → profiles.md §14; 020 → §20; 021 → §21; 022 → §22; 023 → §23; 024, 025 → §24; 026, 027, 029 → §25; 028 → §8 (grouped thematically with adoption/selection governance here, but normatively located at its own authoritative record in §8, not §25)","KBDL-PRO-019 → profiles.md §14; 020 → §20; 021 → §21; 022 → §22; 023 → §23; 024, 025 → §24; 026, 027, 029 → §25; 028 → §8 (grouped thematically with adoption/selection governance here, but normatively located at its own authoritative record in §8, not §25)",profiles.md#14-principles-mapping; profiles.md#20-core-component-mapping; profiles.md#21-system-component-mapping; profiles.md#22-content-and-communication-considerations; profiles.md#23-security-privacy-and-correctness; profiles.md#24-profile-conflicts-and-exception-handling; profiles.md#25-profile-adoption-and-change-management; profiles.md#8-profile-selection-and-declaration,None
